global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
95,3.3489003,6.690447,,,,,,,,,,,,,,
96,2.6385286,6.6691947,,,,,,,,,,,,,,
97,2.6254146,6.668227,,,,,,,,,,,,,,
98,2.6644948,6.668163,,,,,,,,,,,,,,
99,2.5598986,6.632086,,,,,,,,,,,,,,
100,2.5139177,6.6542015,,,,,,,,,,,,,,
500,7.321264,5.8412724,,,,,,,,,,,,,,
1000,1.97512,5.7829366,,,,,,,,,,,,,,
1500,1.6495868,5.5523834,,,,,,,,,,,,,,
1649,,,6.258007,0.944635537887994,6.381837,0.8966179750330672,5348.0,6.350325,0.899579550301627,2472.0,1499.3281831741333,1747.6310703754425,1499.3281831741333,248.20428919792167,0.0420153141021728,0.0
2000,0.94944763,5.530045,,,,,,,,,,,,,,
2500,0.32513452,5.488723,,,,,,,,,,,,,,
3000,1.0650225,4.601537,,,,,,,,,,,,,,
3341,,,3.233811,0.6867645100285007,3.4814465,0.6947584888537031,5348.0,3.2425442,0.6666666666666666,2472.0,2939.2526803016663,3309.261436223984,2939.2526803016663,369.7960579395294,0.0907187461853027,0.0
3500,0.9693132,3.322148,,,,,,,,,,,,,,
4000,0.91143715,2.8476698,,,,,,,,,,,,,,
4500,1.5826864,2.6396265,,,,,,,,,,,,,,
4986,,,1.1162223,0.3540332400335246,1.4812187,0.4057754134605173,5348.0,1.1754295,0.351187211829464,2472.0,4379.337501049042,4879.025956392288,4379.337501049042,499.3581876754761,0.1418886184692382,0.0
5000,1.0568768,2.3719504,,,,,,,,,,,,,,
5500,1.0992886,2.3501987,,,,,,,,,,,,,,
6000,0.79046255,2.1360118,,,,,,,,,,,,,,
6500,0.981512,2.0405602,,,,,,,,,,,,,,
6667,,,0.7248324,0.2407135900470211,1.0661641,0.3064579974318623,5348.0,0.77094764,0.2456482440639408,2472.0,5819.764954805374,6454.353077173233,5819.764954805374,634.1376528739929,0.1959402561187744,0.0
7000,0.86899215,1.9960212,,,,,,,,,,,,,,
7500,0.5867197,1.89558,,,,,,,,,,,,,,
8000,0.6066629,1.920219,,,,,,,,,,,,,,
8309,,,0.5645023,0.1966557220204831,0.8911399,0.2630506772739122,5348.0,0.6137322,0.2015721162634818,2472.0,7260.00180888176,8022.13317990303,7260.00180888176,761.5667946338654,0.247035264968872,0.0
8500,0.7841036,1.8458815,,,,,,,,,,,,,,
9000,0.66901547,1.8670594,,,,,,,,,,,,,,
9500,0.71618855,1.705935,,,,,,,,,,,,,,
10000,0.76165515,1.7698121,,,,,,,,,,,,,,
10067,,,0.4868831,0.1696016558994083,0.7654884,0.2295490311555654,5348.0,0.50620687,0.1714500436698962,2472.0,8700.331828832626,9591.559700727465,8700.331828832626,890.5427072048187,0.3043422698974609,0.0
10500,0.5502167,1.7003748,,,,,,,,,,,,,,
11000,0.58972293,1.6701407,,,,,,,,,,,,,,
11500,0.66057056,1.6923399,,,,,,,,,,,,,,
11832,,,0.43912536,0.1561695701189032,0.7563776,0.2247506685847244,5348.0,0.4932181,0.1658034245323258,2472.0,10140.590170145037,11159.885578393936,10140.590170145037,1018.4696464538574,0.3773853778839111,0.0
12000,0.5208518,1.7254837,,,,,,,,,,,,,,
12500,0.5781624,1.7401798,,,,,,,,,,,,,,
13000,0.5854487,1.5523002,,,,,,,,,,,,,,
13500,1.0401381,1.5888306,,,,,,,,,,,,,,
13659,,,0.35610482,0.1327283600717647,0.6884118,0.2082798304642922,5348.0,0.44046697,0.1493307334511405,2472.0,11581.088110208511,12725.48209643364,11581.088110208511,1143.428656578064,0.4524505138397217,0.0
14000,0.81030864,1.5656089,,,,,,,,,,,,,,
14500,0.5514602,1.5437294,,,,,,,,,,,,,,
15000,0.7660632,1.5367898,,,,,,,,,,,,,,
15446,,,0.31225345,0.1149444855268688,0.63623434,0.1935951031599679,5348.0,0.40065524,0.1351938740275831,2472.0,13021.669342517853,14290.482184648514,13021.669342517853,1267.7388746738434,0.4980113506317138,0.0
15500,0.6163938,1.5930023,,,,,,,,,,,,,,
16000,0.7524816,1.5257405,,,,,,,,,,,,,,
16500,0.50933814,1.5159572,,,,,,,,,,,,,,
17000,0.557896,1.483334,,,,,,,,,,,,,,
17229,,,0.3181728,0.1206915969045461,0.64264226,0.1931413344661459,5348.0,0.39903724,0.1338329981922694,2472.0,14461.909377336502,15856.259784698486,14461.909377336502,1393.162992477417,0.5475101470947266,0.0
17500,0.64692146,1.5011071,,,,,,,,,,,,,,
18000,0.8350098,1.4886419,,,,,,,,,,,,,,
18500,0.5558322,1.5060567,,,,,,,,,,,,,,
19000,0.6134044,1.5227648,,,,,,,,,,,,,,
19046,,,0.296525,0.1083370792458816,0.5774814,0.1760912171621113,5348.0,0.35609692,0.1218694777892876,2472.0,15902.316984415054,17421.807481765747,15902.316984415054,1518.1844382286072,0.6014482975006104,0.0
19500,0.503668,1.4630203,,,,,,,,,,,,,,
20000,0.59973615,1.3837279,,,,,,,,,,,,,,
20500,0.7877444,1.4675696,,,,,,,,,,,,,,
20823,,,0.2906837,0.1064922046060094,0.5690938,0.1720941907952537,5348.0,0.34827888,0.119289907176081,2472.0,17342.500242233276,18988.60622382164,17342.500242233276,1644.6834568977356,0.6532752513885498,0.0
21000,0.5614189,1.4680698,,,,,,,,,,,,,,
21500,0.7836216,1.5505791,,,,,,,,,,,,,,
22000,0.5261864,1.4234834,,,,,,,,,,,,,,
22500,0.5239652,1.4366652,,,,,,,,,,,,,,
22560,,,0.2656108,0.0986521247041876,0.54345155,0.1656738465103256,5348.0,0.33042258,0.1121808543050393,2472.0,18782.465693712234,20554.51053571701,18782.465693712234,1770.5128767490387,0.6983656883239746,0.0
23000,1.0877558,1.3784734,,,,,,,,,,,,,,
23500,0.42869633,1.3783195,,,,,,,,,,,,,,
24000,0.48051873,1.4069275,,,,,,,,,,,,,,
24340,,,0.2391195,0.0894493475782272,0.5295098,0.1602286221844618,5348.0,0.3209627,0.1090122478825178,2472.0,20223.33894872665,22121.02773118019,20223.33894872665,1896.033747434616,0.7552995681762695,0.0
24500,0.7144882,1.3531833,,,,,,,,,,,,,,
25000,1.5606039,1.3718425,,,,,,,,,,,,,,
25500,0.6028955,1.3962241,,,,,,,,,,,,,,
26000,0.57467645,1.3886439,,,,,,,,,,,,,,
26139,,,0.22598623,0.0868358590469235,0.524366,0.1587997335315755,5348.0,0.30867016,0.1061889383137326,2472.0,21663.64176654816,23688.28718400001,21663.64176654816,2022.86543917656,0.811131477355957,0.0
26500,0.54355,1.386715,,,,,,,,,,,,,,
27000,0.5286281,1.3760637,,,,,,,,,,,,,,
27500,0.5291776,1.3857527,,,,,,,,,,,,,,
27884,,,0.21838745,0.0825040144828221,0.515495,0.1555557701034013,5348.0,0.30463678,0.102979708731948,2472.0,23103.543451070786,25255.599942207336,23103.543451070786,2150.1531643867493,0.8675537109375,0.0
28000,0.5708182,1.3451476,,,,,,,,,,,,,,
28500,0.5579081,1.3512863,,,,,,,,,,,,,,
29000,0.5113661,1.3239135,,,,,,,,,,,,,,
29500,0.8341868,1.3326645,,,,,,,,,,,,,,
29663,,,0.22144225,0.0828241462991853,0.49088266,0.1479189395329078,5348.0,0.28876853,0.099161131761217,2472.0,24543.95888066292,26821.99334096909,24543.95888066292,2276.0146985054016,0.9153838157653807,0.0
30000,0.7472135,1.2952203,,,,,,,,,,,,,,
30500,1.0335732,1.3339165,,,,,,,,,,,,,,
31000,0.48935702,1.2812159,,,,,,,,,,,,,,
31448,,,0.21021047,0.0775099159517957,0.49241236,0.1481023779410487,5348.0,0.28568774,0.097048727479536,2472.0,25984.15348649025,28387.82363200188,25984.15348649025,2401.529518842697,0.967949151992798,0.0
31500,1.0899758,1.3301884,,,,,,,,,,,,,,
32000,0.5252581,1.2446686,,,,,,,,,,,,,,
32500,0.6817661,1.3151897,,,,,,,,,,,,,,
33000,0.5504847,1.2488074,,,,,,,,,,,,,,
33203,,,0.21211581,0.0788517945846539,0.47753543,0.1428212827172055,5348.0,0.2814209,0.0945300916052241,2472.0,27424.557148456573,29954.343950748444,27424.557148456573,2527.510297060013,1.0379853248596191,0.0
33500,0.53896123,1.28042,,,,,,,,,,,,,,
34000,0.744186,1.2312154,,,,,,,,,,,,,,
34500,0.7549831,1.2736425,,,,,,,,,,,,,,
34948,,,0.19727528,0.072961624945384,0.45192993,0.137462950268882,5348.0,0.2662599,0.091930209412386,2472.0,28865.29248404503,31521.889628887177,28865.29248404503,2654.2031893730164,1.089148759841919,0.0
35000,0.78679645,1.2824008,,,,,,,,,,,,,,
35500,2.2043521,1.3078907,,,,,,,,,,,,,,
36000,1.0332614,1.243584,,,,,,,,,,,,,,
36500,0.96162105,1.1933618,,,,,,,,,,,,,,
36698,,,0.15301058,0.0599510060166251,0.45113835,0.135860277860915,5348.0,0.26068655,0.0881725671805496,2472.0,30305.22600650788,33090.79103398323,30305.22600650788,2783.045282363892,1.1461570262908936,0.0
37000,0.63338494,1.2593268,,,,,,,,,,,,,,
37500,0.9675903,1.2448231,,,,,,,,,,,,,,
38000,0.6497098,1.251771,,,,,,,,,,,,,,
38483,,,0.17294581,0.0650461447487909,0.43772656,0.1324618399837802,5348.0,0.25223765,0.0850039607580281,2472.0,31745.20781755448,34658.81834125519,31745.20781755448,2910.972700595856,1.1947596073150637,0.0
38500,0.52212673,1.2705096,,,,,,,,,,,,,,
39000,1.9843603,1.2297888,,,,,,,,,,,,,,
39500,0.5560914,1.2547239,,,,,,,,,,,,,,
40000,1.040625,1.2093319,,,,,,,,,,,,,,
40225,,,0.20648734,0.0771195955804581,0.42702603,0.1283489577802021,5348.0,0.24681981,0.0826884406800316,2472.0,33185.78887987137,36226.39206290245,33185.78887987137,3037.845394134521,1.2474281787872314,0.0
40500,0.56637716,1.2208669,,,,,,,,,,,,,,
41000,1.0021036,1.2342058,,,,,,,,,,,,,,
41500,0.5512645,1.1847826,,,,,,,,,,,,,,
42000,0.61937207,1.1665143,,,,,,,,,,,,,,
42008,,,0.2051479,0.0763030360225828,0.4145394,0.1253367060254689,5348.0,0.238132,0.0799463774297727,2472.0,34625.891954660416,37792.85226535797,34625.891954660416,3164.081422567368,1.298886775970459,0.0
42500,0.5771853,1.1668447,,,,,,,,,,,,,,
43000,0.656011,1.1300402,,,,,,,,,,,,,,
43500,0.74186337,1.1184295,,,,,,,,,,,,,,
43787,,,0.2362001,0.0883294043322355,0.41255334,0.1231740637400195,5348.0,0.23624404,0.078808928970406,2472.0,36065.80715060234,39357.30459356308,36065.80715060234,3288.4946336746216,1.3524503707885742,0.0
44000,0.9100778,1.2246001,,,,,,,,,,,,,,
44500,0.6212897,1.1684314,,,,,,,,,,,,,,
45000,0.62354815,1.1711968,,,,,,,,,,,,,,
45500,0.82286024,1.1591357,,,,,,,,,,,,,,
45543,,,0.20127806,0.0734122661893799,0.40122727,0.1203549050464871,5348.0,0.22649619,0.0754168951719375,2472.0,37506.3197286129,40922.39886689186,37506.3197286129,3412.9487121105194,1.4097650051116943,0.0
46000,0.80752486,1.167706,,,,,,,,,,,,,,
46500,0.6320574,1.0930147,,,,,,,,,,,,,,
47000,0.5310904,1.1199981,,,,,,,,,,,,,,
47289,,,0.18256974,0.0694442898021444,0.39311105,0.1175260916998947,5348.0,0.2217817,0.0744013161903601,2472.0,38946.89257407189,42490.132388830185,38946.89257407189,3539.9888577461243,1.4624249935150146,0.0
47500,1.3863193,1.1465148,,,,,,,,,,,,,,
48000,0.6947248,1.1425756,,,,,,,,,,,,,,
48500,0.9993614,1.1540778,,,,,,,,,,,,,,
49000,0.81030464,1.1401707,,,,,,,,,,,,,,
49051,,,0.15362187,0.0590707892418623,0.38932952,0.1158654913735675,5348.0,0.21907575,0.072024861373469,2472.0,40386.9514503479,44056.45343279839,40386.9514503479,3666.125949382782,1.519129991531372,0.0
49500,1.1469142,1.1115147,,,,,,,,,,,,,,
50000,0.56222785,1.1271785,,,,,,,,,,,,,,
50500,0.8751572,1.0944343,,,,,,,,,,,,,,
50831,,,0.17177925,0.0650149081883699,0.38417214,0.1141952363941801,5348.0,0.21522643,0.0714358255641541,2472.0,41827.16106724739,45623.25108194351,41827.16106724739,3792.582904100418,1.5789299011230469,0.0
51000,0.6117902,1.0720723,,,,,,,,,,,,,,
51500,0.5916244,1.0989089,,,,,,,,,,,,,,
52000,0.8786659,1.094286,,,,,,,,,,,,,,
52500,0.7467919,1.0753152,,,,,,,,,,,,,,
52570,,,0.15486632,0.0589138464181412,0.37977183,0.1120132848026106,5348.0,0.21341266,0.0695671602380517,2472.0,43267.5399684906,47192.76909375191,43267.5399684906,3921.602451086044,1.6307737827301023,0.0
53000,0.9968076,1.0774195,,,,,,,,,,,,,,
53500,1.4543619,1.1418047,,,,,,,,,,,,,,
54000,0.53616124,1.0734093,,,,,,,,,,,,,,
54345,,,0.1578446,0.0606537280725544,0.3755843,0.1120615580679108,5348.0,0.20987432,0.0689984360083683,2472.0,44707.850329875946,48759.87359333038,44707.850329875946,4048.2709839344025,1.6867382526397705,0.0
54500,0.80882126,1.0595177,,,,,,,,,,,,,,
55000,0.7980444,1.0717595,,,,,,,,,,,,,,
55500,0.6097476,1.113505,,,,,,,,,,,,,,
56000,1.4558684,1.1134504,,,,,,,,,,,,,,
56125,,,0.154804,0.0579710144927536,0.3748947,0.1110381648435463,5348.0,0.20994216,0.0680641033453171,2472.0,46148.409047842026,50326.44254684448,46148.409047842026,4174.148626804352,1.7477538585662842,0.0
56500,1.0706177,1.0279075,,,,,,,,,,,,,,
57000,0.78959894,1.024904,,,,,,,,,,,,,,
57500,1.8080505,1.0411121,,,,,,,,,,,,,,
57899,,,0.16507912,0.062623765209528,0.37280464,0.1102657925987429,5348.0,0.20841596,0.0682875307212641,2472.0,47588.45893073082,51893.11909461021,47588.45893073082,4300.646054029465,1.8065762519836424,0.0
58000,0.9356695,1.0357001,,,,,,,,,,,,,,
58500,0.7988073,1.0685564,,,,,,,,,,,,,,
59000,0.80090564,1.0399667,,,,,,,,,,,,,,
59500,0.9515139,1.0365322,,,,,,,,,,,,,,
59654,,,0.1756524,0.0646979383352029,0.37235644,0.1100051169661218,5348.0,0.20838574,0.0684094001990534,2472.0,49028.78290057182,53461.01828098297,49028.78290057182,4428.098953485489,1.8600318431854248,0.0
60000,1.3590016,1.0437243,,,,,,,,,,,,,,
60500,0.7102457,1.0495284,,,,,,,,,,,,,,
61000,0.71668476,1.0899773,,,,,,,,,,,,,,
61428,,,0.15365617,0.059211558723967,0.3723714,0.1100340809253019,5348.0,0.20837489,0.0683484654601588,2472.0,50469.71608543396,55029.04315876961,50469.71608543396,4555.0641849040985,1.915844440460205,0.0
61500,0.89636976,1.0969708,,,,,,,,,,,,,,
62000,0.63713187,1.0589075,,,,,,,,,,,,,,
62500,0.801061,1.0769496,,,,,,,,,,,,,,
63000,0.6068141,1.0502526,,,,,,,,,,,,,,
63218,,,0.16204578,0.0603121719684176,0.3723746,0.1100051169661218,5348.0,0.20837016,0.0683281538805272,2472.0,51910.30851364136,56595.87143230438,51910.30851364136,4681.167226076126,1.97899866104126,0.0
63500,1.0829635,1.0632637,,,,,,,,,,,,,,
64000,1.6593146,1.0196822,,,,,,,,,,,,,,
64500,0.6608605,1.0755875,,,,,,,,,,,,,,
64972,,,0.15897346,0.0596850868187296,0.37237266,0.1100051169661218,5348.0,0.20837186,0.0683890886194219,2472.0,53350.37599372864,58161.99714946747,53350.37599372864,4807.100838661194,2.034437417984009,0.0
65000,1.3609991,1.0753009,,,,,,,,,,,,,,
65500,0.77322686,1.0673414,,,,,,,,,,,,,,
66000,0.9412103,1.0639778,,,,,,,,,,,,,,
66500,0.8386646,1.0924919,,,,,,,,,,,,,,
66736,,,0.16451569,0.0615303153663521,0.37238693,0.1099954623130617,5348.0,0.20837137,0.0683890886194219,2472.0,54790.64636230469,59728.9649720192,54790.64636230469,4933.6728801727295,2.0890610218048096,0.0
67000,0.6474194,1.0044279,,,,,,,,,,,,,,
67500,0.7104072,1.0357513,,,,,,,,,,,,,,
68000,1.7071676,1.0676073,,,,,,,,,,,,,,
68500,0.5802467,1.092415,,,,,,,,,,,,,,
68523,,,0.16200455,0.0604078620782182,0.37237912,0.1099761530069416,5348.0,0.2083734,0.0683687770397903,2472.0,56231.2382543087,61296.541285038,56231.2382543087,5060.529519081116,2.145503044128418,0.0
69000,0.5654764,1.0681403,,,,,,,,,,,,,,
69500,1.033731,1.0791895,,,,,,,,,,,,,,
70000,1.1001819,1.044815,,,,,,,,,,,,,,
70298,,,0.16449541,0.062578174291312,0.3723822,0.1099954623130617,5348.0,0.20837566,0.0683484654601588,2472.0,57671.5746421814,62863.2994260788,57671.5746421814,5186.81823182106,2.205833673477173,0.0
70500,2.222839,1.0349188,,,,,,,,,,,,,,
71000,0.76341164,1.029186,,,,,,,,,,,,,,
71500,1.177947,1.0514227,,,,,,,,,,,,,,
72000,0.9221536,1.083884,,,,,,,,,,,,,,
72063,,,0.1460689,0.0559497492551152,0.3723792,0.1099954623130617,5348.0,0.20837334,0.0683687770397903,2472.0,59112.14495778084,64429.74206542969,59112.14495778084,5312.5534245967865,2.2725188732147217,0.0
72500,1.4078845,0.97646475,,,,,,,,,,,,,,
73000,1.3490524,1.0782708,,,,,,,,,,,,,,
73500,0.5609736,1.0717636,,,,,,,,,,,,,,
73834,,,0.1430181,0.0533607471977253,0.37238505,0.1100244262722419,5348.0,0.20837466,0.0683890886194219,2472.0,60552.652999162674,65996.86452555656,60552.652999162674,5439.043668746948,2.3270580768585205,0.0
74000,0.66832143,1.097368,,,,,,,,,,,,,,
74499,,,,,,,,,,,61068.67344355583,,,,,0.0
