global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
56,4.833794,6.263338,,,,,,,,,,,,,,
57,5.289267,6.2368026,,,,,,,,,,,,,,
58,5.509937,6.3328466,,,,,,,,,,,,,,
59,6.856076,6.3007393,,,,,,,,,,,,,,
60,6.3939624,6.3870144,,,,,,,,,,,,,,
61,5.536211,6.2417436,,,,,,,,,,,,,,
62,4.4817233,6.219469,,,,,,,,,,,,,,
63,3.7932172,6.133688,,,,,,,,,,,,,,
64,3.0394547,6.110002,,,,,,,,,,,,,,
65,2.6599991,6.0227394,,,,,,,,,,,,,,
66,1.8807515,6.010213,,,,,,,,,,,,,,
67,1.6012982,5.978905,,,,,,,,,,,,,,
68,0.98714966,5.9753356,,,,,,,,,,,,,,
69,0.78501713,5.942162,,,,,,,,,,,,,,
70,0.8761061,5.910716,,,,,,,,,,,,,,
71,1.3383818,5.9228134,,,,,,,,,,,,,,
72,1.3994416,5.9248333,,,,,,,,,,,,,,
73,2.460158,5.948481,,,,,,,,,,,,,,
74,2.9129992,5.947165,,,,,,,,,,,,,,
75,3.0438566,5.9469967,,,,,,,,,,,,,,
76,3.146904,5.9440217,,,,,,,,,,,,,,
77,3.6824157,5.98334,,,,,,,,,,,,,,
78,3.7644632,6.002013,,,,,,,,,,,,,,
79,3.9272559,5.992153,,,,,,,,,,,,,,
80,3.6771493,6.011584,,,,,,,,,,,,,,
81,3.1498864,5.96276,,,,,,,,,,,,,,
82,2.505608,5.935365,,,,,,,,,,,,,,
83,2.805737,5.9700193,,,,,,,,,,,,,,
84,2.8059716,5.9781985,,,,,,,,,,,,,,
85,2.7952719,5.9527454,,,,,,,,,,,,,,
86,2.678047,5.9590783,,,,,,,,,,,,,,
87,2.4410017,5.941924,,,,,,,,,,,,,,
88,2.0964034,5.924478,,,,,,,,,,,,,,
89,1.9374448,5.8932605,,,,,,,,,,,,,,
90,1.6134503,5.8738484,,,,,,,,,,,,,,
91,1.4427425,5.8583817,,,,,,,,,,,,,,
92,0.9628575,5.8658466,,,,,,,,,,,,,,
93,0.75042444,5.8548794,,,,,,,,,,,,,,
94,0.5211438,5.874066,,,,,,,,,,,,,,
95,0.31095877,5.872108,,,,,,,,,,,,,,
96,0.24809663,5.857245,,,,,,,,,,,,,,
97,0.27337858,5.8693023,,,,,,,,,,,,,,
98,0.33053136,5.8514814,,,,,,,,,,,,,,
99,0.51635677,5.84342,,,,,,,,,,,,,,
100,0.8065374,5.849475,,,,,,,,,,,,,,
500,136.52103,374.4059,,,,,,,,,,,,,,
1000,242.65306,1025.4663,,,,,,,,,,,,,,
1500,0.0,1859.9115,,,,,,,,,,,,,,
1884,,,1767.5358,0.944635537887994,3353.434,0.8966179750330672,5348.0,3185.5388,0.899579550301627,2472.0,1482.9771449565887,1715.630652666092,1482.9771449565887,232.5507225990296,0.0370981693267822,0.0
2000,0.11327392,1849.9531,,,,,,,,,,,,,,
2500,0.0,1776.9017,,,,,,,,,,,,,,
3000,0.0,1891.3795,,,,,,,,,,,,,,
3500,0.0,1856.0011,,,,,,,,,,,,,,
3789,,,1761.5707,0.9427216791412514,3357.9224,0.8966179750330672,5348.0,3189.8608,0.899579550301627,2472.0,2923.274999380112,3255.5716688632965,2923.274999380112,332.073290348053,0.0866153240203857,0.0
4000,0.0,1776.4086,,,,,,,,,,,,,,
4500,0.0,1853.9847,,,,,,,,,,,,,,
5000,0.0,1927.8425,,,,,,,,,,,,,,
5500,0.0,1857.3478,,,,,,,,,,,,,,
5684,,,1741.298,0.9433243196230056,3357.9224,0.8966179750330672,5348.0,3189.8608,0.899579550301627,2472.0,4363.585999965668,4797.491341590881,4363.585999965668,433.56079840660095,0.1356813907623291,0.0
6000,0.0,1894.0385,,,,,,,,,,,,,,
6500,0.0,1838.8036,,,,,,,,,,,,,,
7000,0.0,1890.8207,,,,,,,,,,,,,,
7500,0.0,1812.1202,,,,,,,,,,,,,,
7576,,,1724.8613,0.9437003215030004,3357.9224,0.8966179750330672,5348.0,3189.8608,0.899579550301627,2472.0,5804.109092712402,6339.904704332352,5804.109092712402,535.3329384326935,0.1791532039642334,0.0
8000,0.0,1762.9518,,,,,,,,,,,,,,
8500,0.0,1791.4501,,,,,,,,,,,,,,
9000,0.0,1844.3676,,,,,,,,,,,,,,
9455,,,1832.9288,0.941551240514036,3357.9224,0.8966179750330672,5348.0,3189.8608,0.899579550301627,2472.0,7244.324284791946,7880.7595911026,7244.324284791946,635.8550357818604,0.2244610786437988,0.0
9500,0.0,1868.191,,,,,,,,,,,,,,
10000,0.0,1817.1367,,,,,,,,,,,,,,
10500,0.0,1799.7626,,,,,,,,,,,,,,
11000,0.0,1888.3103,,,,,,,,,,,,,,
11317,,,1752.8004,0.9426410101839948,3357.9224,0.8966179750330672,5348.0,3189.8608,0.899579550301627,2472.0,8684.634976148605,9422.989792108536,8684.634976148605,737.6564910411835,0.269711971282959,0.0
11500,0.0,1798.3643,,,,,,,,,,,,,,
12000,0.0,1811.3435,,,,,,,,,,,,,,
12500,0.0,1906.7269,,,,,,,,,,,,,,
13000,0.0,1828.5511,,,,,,,,,,,,,,
13166,,,1746.1039,0.9428243251866504,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,10124.65800499916,10965.888332128525,10124.65800499916,840.4148964881897,0.3143177032470703,0.0
13500,0.0,1787.3152,,,,,,,,,,,,,,
14000,0.0,1819.5831,,,,,,,,,,,,,,
14500,0.0,1829.0737,,,,,,,,,,,,,,
15000,0.0,1824.9014,,,,,,,,,,,,,,
15030,,,1733.7323,0.9440859096700382,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,11564.76735496521,12508.570070266724,11564.76735496521,942.8670687675476,0.3611013889312744,0.0
15500,0.0,1851.028,,,,,,,,,,,,,,
16000,0.0,1905.5916,,,,,,,,,,,,,,
16500,0.0,1868.047,,,,,,,,,,,,,,
16898,,,1786.8575,0.9427990785714666,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,13004.706295013428,14051.189279079435,13004.706295013428,1045.4217836856842,0.410513162612915,0.0
17000,0.0,1864.6454,,,,,,,,,,,,,,
17500,0.0,1805.0851,,,,,,,,,,,,,,
18000,0.0,1791.8188,,,,,,,,,,,,,,
18500,0.0,1916.4332,,,,,,,,,,,,,,
18740,,,1755.9307,0.9423383225986368,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,14444.9840426445,15594.438996076584,14444.9840426445,1148.2717576026917,0.4578583240509033,0.0
19000,0.0,1849.0225,,,,,,,,,,,,,,
19500,0.0,1817.5162,,,,,,,,,,,,,,
20000,0.0,1857.0706,,,,,,,,,,,,,,
20500,0.0,1858.8235,,,,,,,,,,,,,,
20576,,,1731.2422,0.9431396916893624,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,15885.29009628296,17138.053234815598,15885.29009628296,1251.4591183662417,0.5051019191741943,0.0
21000,0.0,1807.379,,,,,,,,,,,,,,
21500,0.0,1787.3152,,,,,,,,,,,,,,
22000,0.0,1820.6184,,,,,,,,,,,,,,
22410,,,1763.6094,0.9432716912443612,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,17325.769654989243,18681.63670516014,17325.769654989243,1354.4430437088013,0.5506594181060791,0.0
22500,0.0,1890.5337,,,,,,,,,,,,,,
23000,0.0,1804.0673,,,,,,,,,,,,,,
23500,0.0,1855.5897,,,,,,,,,,,,,,
24000,0.0,1822.433,,,,,,,,,,,,,,
24267,,,1739.3417,0.944685667249717,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,18766.195712566376,20226.49410033226,18766.195712566376,1458.7423107624054,0.6058189868927002,0.0
24500,0.0,1832.609,,,,,,,,,,,,,,
25000,0.0,1848.3549,,,,,,,,,,,,,,
25500,0.0,1903.891,,,,,,,,,,,,,,
26000,0.0,1786.9408,,,,,,,,,,,,,,
26110,,,1769.4664,0.9432456399645284,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,20206.198328971863,21770.385784864426,20206.198328971863,1562.5053470134735,0.6552648544311523,0.0
26500,0.0,1776.0315,,,,,,,,,,,,,,
27000,0.0,1847.288,,,,,,,,,,,,,,
27500,0.0,1855.052,,,,,,,,,,,,,,
27934,,,1736.9141,0.9439109001278072,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,21646.778349161148,23313.977199316025,21646.778349161148,1665.3954215049744,0.7016565799713135,0.0
28000,0.0,1881.917,,,,,,,,,,,,,,
28500,0.0,1879.8441,,,,,,,,,,,,,,
29000,0.0,1794.4565,,,,,,,,,,,,,,
29500,0.0,1793.5764,,,,,,,,,,,,,,
29762,,,1715.2401,0.945014370314306,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,23086.956217050552,24857.6637737751,23086.956217050552,1768.7719390392303,0.7576029300689697,0.0
30000,0.0,1803.559,,,,,,,,,,,,,,
30500,0.0,1832.609,,,,,,,,,,,,,,
31000,0.0,1860.715,,,,,,,,,,,,,,
31500,0.0,1896.1348,,,,,,,,,,,,,,
31590,,,1783.4905,0.9417576703068122,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,24527.2738301754,26404.442217588425,24527.2738301754,1875.1094052791595,0.804293155670166,0.0
32000,0.0,1785.9436,,,,,,,,,,,,,,
32500,0.0,1834.579,,,,,,,,,,,,,,
33000,0.0,1777.8813,,,,,,,,,,,,,,
33451,,,1824.6843,0.9416600198590336,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,25967.817270994183,27949.851816892624,25967.817270994183,1979.8492782115936,0.8511202335357666,0.0
33500,0.0,1823.6014,,,,,,,,,,,,,,
34000,0.0,1893.05,,,,,,,,,,,,,,
34500,0.0,1767.8141,,,,,,,,,,,,,,
35000,0.0,1834.7104,,,,,,,,,,,,,,
35298,,,1692.767,0.9447677853176416,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,27407.83339715004,29492.778332948685,27407.83339715004,2082.631168842316,0.9028010368347168,0.0
35500,0.0,1844.0941,,,,,,,,,,,,,,
36000,0.0,1824.6412,,,,,,,,,,,,,,
36500,0.0,1772.22,,,,,,,,,,,,,,
37000,0.0,1858.5536,,,,,,,,,,,,,,
37132,,,1787.1725,0.9427091658940504,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,28848.01889371872,31036.02292251587,28848.01889371872,2185.566300392151,0.950528621673584,0.0
37500,0.0,1892.2106,,,,,,,,,,,,,,
38000,0.0,1841.8387,,,,,,,,,,,,,,
38500,0.0,1754.8477,,,,,,,,,,,,,,
38983,,,1714.3213,0.9448971433842748,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,30288.587795495987,32583.906710147858,30288.587795495987,2292.7547812461853,0.999765396118164,0.0
39000,0.0,1749.3314,,,,,,,,,,,,,,
39500,0.0,1878.189,,,,,,,,,,,,,,
40000,0.0,1871.1875,,,,,,,,,,,,,,
40500,0.0,1767.6921,,,,,,,,,,,,,,
40831,,,1760.6809,0.9432324554919642,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,31728.521372795105,34127.480954408646,31728.521372795105,2396.263006925583,1.0554406642913818,0.0
41000,0.0,1856.6665,,,,,,,,,,,,,,
41500,0.0,1856.9358,,,,,,,,,,,,,,
42000,0.0,1865.8684,,,,,,,,,,,,,,
42500,0.0,1844.6257,,,,,,,,,,,,,,
42690,,,1852.6161,0.941680272071945,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,33168.95918941498,35672.21574687958,33168.95918941498,2500.428219795227,1.1089749336242676,0.0
43000,0.0,1924.3567,,,,,,,,,,,,,,
43500,0.0,1850.4927,,,,,,,,,,,,,,
44000,0.0,1835.2367,,,,,,,,,,,,,,
44500,0.0,1786.8163,,,,,,,,,,,,,,
44523,,,1901.3655,0.940312095793757,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,34609.33559679985,37215.86471271515,34609.33559679985,2603.576090097428,1.1572954654693604,0.0
45000,0.0,1774.431,,,,,,,,,,,,,,
45500,0.0,1779.6118,,,,,,,,,,,,,,
46000,0.0,1783.2068,,,,,,,,,,,,,,
46350,,,1959.8617,0.9371047844119076,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,36049.388392448425,38759.39369678497,36049.388392448425,2706.9282174110413,1.2041244506835938,0.0
46500,0.0,1798.1117,,,,,,,,,,,,,,
47000,0.0,1886.4934,,,,,,,,,,,,,,
47500,0.0,1832.7404,,,,,,,,,,,,,,
48000,,,2009.269,0.9366967129626904,3357.909,0.8966179750330672,5348.0,3189.8474,0.899579550301627,2472.0,37351.22464346886,40165.07485938072,37351.22464346886,2810.654004096985,1.251203536987305,0.0
48000,,,,,,,,,,,37351.22464346886,,,,,0.0
